Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,RTD Contract,Location
BEERS AND CHEERS,19827 CENTURY BLVD,GERMANTOWN,MD,20874,DBW061,On/Off-Premise,GRAND CREW ENTERPRISES INC,Yes,"19827 CENTURY BLVD
GERMANTOWN, MD 20874
(39.18119, -77.26679)"
LOCALS FARM MARKET,19929 FISHER AVENUE,POOLESVILLE,MD,20837,BDBWL918418,On/Off-Premise,DAVID THERRIAULT LLC,No,"19929 FISHER AVENUE
POOLESVILLE, MD 20837
(39.1463, -77.41535)"
BAMBOO CAFE,4222 D HOWARD AVE.,KENSINGTON,MD,20895,ABW275259,Off Premise,"BAMBOO CAFE, LLC",No,"4222 D HOWARD AVE.
KENSINGTON, MD 20895
(39.03105, -77.08328)"
HOT POT CITY,199 EAST MONTGOMERY AVE.,ROCKVILLE,MD,20850,HBWHR41405,On Premise,"BT TRADING, LLC",No,"199 EAST MONTGOMERY AVE.
ROCKVILLE, MD 20850
(39.08409, -77.14997)"
COLONY GRILL,11325 SEVEN LOCKS ROAD #50,POTOMAC,MD,20854,BBWLHR1037433,On Premise,CABIN JOHN LLC,No,"11325 SEVEN LOCKS ROAD #50
POTOMAC, MD 20854
(39.04196, -77.15831)"
SKKY MARKET,108 OLDE TOWNE AVE,GAITHERSBURG,MD,20877,ABWS125,Off Premise,"AYALA ANDRADE, INC.",Yes,"108 OLDE TOWNE AVE
GAITHERSBURG, MD 20877
(39.14068, -77.19449)"
CORNER MARKET BEER AND WINE,8309 GRUBB RD,SILVER SPRING,MD,20910,ABWS1352544,Off Premise,ROCK CREEK MARKET OF MD LLC,Yes,"8309 GRUBB RD
SILVER SPRING, MD 20910
(38.99232, -77.04905)"
BARRA BRAVA CEVICHERIA PERUANA,15420 OLD COLUMBIA PIKE UNIT B,BURTONSVILLE,MD,20866,BBWLHR1011419,On Premise,BARRA BRAVA GROUP LLC,No,"15420 OLD COLUMBIA PIKE UNIT B
BURTONSVILLE, MD 20866
(39.10897, -76.93615)"
THE URBAN WINERY,2315 STEWART AVE.,SILVER SPRING,MD,20910,DBWL21272,On Premise,"URBAN WINERY, LLC",No,"2315 STEWART AVE.
SILVER SPRING, MD 20910
(39.00319, -77.04947)"
ELENA JAMES,8551CONNECTICUT AVENUE,CHEVY CHASE,MD,20815,BDBWL1264556,On/Off-Premise,"HOSPITALITY GURU CCL, LLC",No,"8551CONNECTICUT AVENUE
CHEVY CHASE, MD 20815
(38.99559, -77.07651)"
CLYDE'S TOWER OAKS LODGE,2 PRESERVE PARKWAY,ROCKVILLE,MD,20852,BBWLHR339,On Premise,CLYDE'S TOWER OAKS LODGE LLC,No,"2 PRESERVE PARKWAY
ROCKVILLE, MD 20852
(39.06553, -77.15031)"
SALA THAI BETHESDA,4828 CORDELL AVE,BETHESDA,MD,20814,BBWLHR178,On Premise,"JA-ROEN-D, INC.",No,"4828 CORDELL AVE
BETHESDA, MD 20814
(38.99059, -77.09689)"
JULLIANO'S ITALIAN CAFE,6840 OLNEY LAYTONSVILLE ROAD,LAYTONSVILLE,MD,20882,HBW281,On Premise,"FUENTES RESTAURANT, INC.",No,"6840 OLNEY LAYTONSVILLE ROAD
LAYTONSVILLE, MD 20882
(39.20384, -77.13984)"
CINCO DE MAYO,640 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR188259,On Premise,"CINCO DE MAYO KENTLANDS, INC.",No,"640 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12189, -77.23428)"
PARKWAY DELICATESSEN,8317 GRUBB ROAD,SILVER SPRING,MD,20910,BBWHR031,On/Off-Premise,G.G.S. INCORPORATED,Yes,"8317 GRUBB ROAD
SILVER SPRING, MD 20910
(38.99245, -77.04931)"
BLACK ROCK CENTER FOR THE ARTS,12901 TOWN COMMONS DRIVE,GERMANTOWN,MD,20874,SBWLCPA21286,On Premise,"GERMANTOWN CULT. ARTS CTR, INC.",No,"12901 TOWN COMMONS DRIVE
GERMANTOWN, MD 20874
(39.18185, -77.26738)"
PUENTE DE ORO RESTAURANT,11123 VEIRS MILL ROAD,SILVER SPRING,MD,20902,BBWLHR24387,On Premise,"CASTRO & CEDILLOS, INC",No,"11123 VEIRS MILL ROAD
SILVER SPRING, MD 20902
(39.03804, -77.05229)"
MOJITOS BAR AND GRILL,8035 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879,BDBWL1170499,On/Off-Premise,MOJITOS BAR AND GRILL INC.,No,"8035 SNOUFFER SCHOOL ROAD
GAITHERSBURG, MD 20879
(39.161, -77.16293)"
TIGER BEER WINE & DELI,303 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850,DBW1256531,On/Off-Premise,"SHRI HARI, INC.",Yes,"303 NORTH WASHINGTON STREET
ROCKVILLE, MD 20850
(39.08875, -77.15269)"
KAPOW BUDDY,7101 DEMOCRACY BLVD STORE 1158,BETHESDA,MD,20817,BBWLHR1263536,On Premise,KAPOW BUDDY GROUP LLC,No,"7101 DEMOCRACY BLVD STORE 1158
BETHESDA, MD 20817
(39.0242, -77.1459)"
HOMEWOOD SUITES BY HILTON,805 RUSSELL AVENUE,GAITHERSBURG,MD,20879,BBWLHM220,On Premise,"ROCKVILLE LEGACY SERVICES, LLC",No,"805 RUSSELL AVENUE
GAITHERSBURG, MD 20879
(39.15636, -77.21034)"
THAI TANIUM,657 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR492,On Premise,"SUNNY & P.S, INC.",No,"657 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12193, -77.2349)"
TANDOORI NIGHTS,106 MARKET STREET,GAITHERSBURG,MD,20878,BBWLHR696,On Premise,"DLV, LLC.",No,"106 MARKET STREET
GAITHERSBURG, MD 20878
(39.12271, -77.23493)"
FAMILY MARKET BEER & WINE,15432 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20905,ABW1354544,Off Premise,"HDS TREE, INC.",Yes,"15432 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20905
(39.10981, -76.99683)"
POTOMAC OAK MART,12960 TRAVILAH RD.,POTOMAC,MD,20854,ABW485313,Off Premise,"VIDHRU, LLC",Yes,"12960 TRAVILAH RD.
POTOMAC, MD 20854
(39.06842, -77.26402)"
KOOK KAI'S THAI NOODLES,939 BONIFANT ST,SILVER SPRING,MD,20910,BBWHR825372,On/Off-Premise,"PK FOOD SERVICE, LLC",No,"939 BONIFANT ST
SILVER SPRING, MD 20910
(38.99391, -77.02522)"
TACO BAMBA - GAITHERSBURG,670 QUINCE ORCHARD ROAD,GAITHERSBURG,MD,20878,BBWLHR831388,On Premise,"PYM HOLDINGS, LLC",No,"670 QUINCE ORCHARD ROAD
GAITHERSBURG, MD 20878
(39.14098, -77.22279)"
BURGERFI-GAITHERSBURG,5 GRAND CORNER AVE.,GAITHERSBURG,MD,20878,BBWHR733356,On/Off-Premise,"BUFIRIO, LLC",No,"5 GRAND CORNER AVE.
GAITHERSBURG, MD 20878
(39.11823, -77.20092)"
ROOTED3,4916 CORDELL AVENUE,BETHESDA,MD,20814,DBWL1219500,On Premise,ROOT STRENGTH LLC DBA ROOTED3,No,"4916 CORDELL AVENUE
BETHESDA, MD 20814
(38.98895, -77.09851)"
MANOLI CANOLI,8540 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR376,On Premise,"MANOLI CANOLI, LLC",No,"8540 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.99539, -77.0773)"
GOURMET ASIAN BISTRO,7224 MUNCASTER MILL ROAD,DERWOOD,MD,20855,HBW348,On Premise,"R AND S GROUP, LLC",No,"7224 MUNCASTER MILL ROAD
DERWOOD, MD 20855
(39.14582, -77.14531)"
GRAPE & GRAIN,19233 WATKINS MILL RD,MONTGOMERY VILLAGE,MD,20886,DBW40359,On/Off-Premise,"AABHA, LLC",Yes,"19233 WATKINS MILL RD
MONTGOMERY VILLAGE, MD 20886
(39.17201, -77.20595)"
KENAKI SUSHI COUNTER,706 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR36295,On Premise,"KENAKI, LLC",No,"706 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12196, -77.23528)"
LA PLAYITA,8638 FLOWER AVENUE,TAKOMA PARK,MD,20912,BBWLHR287259,On Premise,"LA PLAYITA REST., INC.",No,"8638 FLOWER AVENUE
TAKOMA PARK, MD 20912
(38.99761, -77.00359)"
BRADLEY FOOD & BEVERAGE,6904 ARLINGTON ROAD,BETHESDA,MD,20814,DBW130,On/Off-Premise,"BRADLEY FOOD & BEVERAGE, INC.",Yes,"6904 ARLINGTON ROAD
BETHESDA, MD 20814
(38.9786, -77.09894)"
EGGSPECTATION,15763 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR1727544,On Premise,BURTONSVILLE EATERY LLC,No,"15763 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.11447, -76.93297)"
CARIBBEAN FLAVOR,11524 MIDDLEBROOK RD.,GERMANTOWN,MD,20876,DBW42301,On/Off-Premise,"CARIBBEAN FLAVOR, LLC",No,"11524 MIDDLEBROOK RD.
GERMANTOWN, MD 20876
(39.17953, -77.24012)"
TIKKA MASALA INDIAN CUISINE,4929 ELM STREET,BETHESDA,MD,20814,BBWLHR42459,On Premise,"LOTUS MODERN INDIAN CUISINE, LLC",No,"4929 ELM STREET
BETHESDA, MD 20814
(38.98209, -77.09738)"
LAYTONSVILLE GOLF COURSE,7130 DORSEY RD,LAYTONSVILLE,MD,20882,BBWLCL018,On Premise,MONTGOMERY CO.REV. AUTHORITY,No,"7130 DORSEY RD
LAYTONSVILLE, MD 20882
(39.19752, -77.14335)"
COURTYARD BY MARRIOTT-CHEVY CHASE,5520 WISCONSIN AVE.,CHEVY CHASE,MD,20815,BBWLHM475300,On Premise,"5520 WISCONSIN HOTEL PROP, LP",No,"5520 WISCONSIN AVE.
CHEVY CHASE, MD 20815
(38.96392, -77.08791)"
LA ANTIGUA RESTAURANT,11260 GEORGIA AVE,SILVER SPRING,MD,20902,BBWLHR403,On Premise,"LA ANTIGUA RESTAURANT, INC.",No,"11260 GEORGIA AVE
SILVER SPRING, MD 20902
(39.0402, -77.05144)"
VINE ALLEY,114 MARKET ST.,GAITHERSBURG,MD,20878,BDBWL489303,On/Off-Premise,"KENTLANDS WINE GROUP, INC.",No,"114 MARKET ST.
GAITHERSBURG, MD 20878
(39.1225, -77.23495)"
LA GULA MEXICANA,21030 FREDERICK RD.,GERMANTOWN,MD,20876,BBWLHR451300,On Premise,"LA GULA, LLC",No,"21030 FREDERICK RD.
GERMANTOWN, MD 20876
(39.20117, -77.24689)"
AMERICAN LEGION POST #86,2013 VEIRS MILL ROAD,ROCKVILLE,MD,20851,CBWLFV016,On Premise,"HENDERSON-SMITH-EDMONDS#86, INC",No,"2013 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.07444, -77.11619)"
BETHESDA N. MARRIOTT HOTEL/CONF CTR,5701 MARINELLI ROAD,ROCKVILLE,MD,20852,BBWLHC001,On Premise,"MARRIOTT HOTEL SERVICES, LLC",No,"5701 MARINELLI ROAD
ROCKVILLE, MD 20852
(39.04707, -77.11523)"
CHOICE MARKET,18700 WALKERS CHOICE ROAD,MONTGOMERY VILLAGE,MD,20886,ABW24171,Off Premise,"E AND F, INC",No,"18700 WALKERS CHOICE ROAD
MONTGOMERY VILLAGE, MD 20886
(39.16316, -77.205)"
LA LIMENA GRILL,1093 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR26364,On Premise,"DUIVI, INC",No,"1093 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.07096, -77.13273)"
GEMELLI'S ITALIAN MARKET,12169 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,DBW151,On/Off-Premise,"M AND M CALCAGNO, LLC",No,"12169 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.11762, -77.25015)"
ZN-BOMBAY INDIAN RESTAURANT,,,,,HBW28025,,,No,
GOOD HARVEST,5700-A FISHER LANE,ROCKVILLE,MD,20852,HBWHR393275,On/Off-Premise,"HS HARVEST, INC.",No,"5700-A FISHER LANE
ROCKVILLE, MD 20852
(39.06277, -77.11694)"
MASA HIBACHI STEAKHOUSE & SUSHI,"921 ELLSWORTH DRIVE, UNIT J",SILVER SPRING,MD,20910,BBWLHR705,On Premise,JE DING COROPORATION,No,"921 ELLSWORTH DRIVE, UNIT J
SILVER SPRING, MD 20910
(38.99644, -77.02677)"
NANDO'S PERI PERI - SILVER SPRING,924 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR606,On Premise,"NANDO'S OF SILVER SPRING, LLC",No,"924 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.99586, -77.02651)"
SPORTS & SOCIAL BETHESDA,11800 GRAND PARK AVE.,NORTH BETHESDA,MD,20852,BDBWL498327,On/Off-Premise,"S&S BETHESDA, LLC",No,"11800 GRAND PARK AVE.
NORTH BETHESDA, MD 20852
(39.04928, -77.11706)"
UNPLUGGED SPORT BAR & RESTAURANT,11305-C GEORGIA AVE,WHEATON,MD,20902,BBWLHR23147,On Premise,"UNPLUGGED SPORT BAR & REST., INC",No,"11305-C GEORGIA AVE
WHEATON, MD 20902
(39.04049, -77.05136)"
CEDAR GROVE STORE,23412 RIDGE ROAD,GERMANTOWN,MD,20876,DBW61603,On/Off-Premise,CHEAM CORPORATION,Yes,"23412 RIDGE ROAD
GERMANTOWN, MD 20876
(39.24177, -77.23497)"
LA POSADA RESTAURANT,8545 PINEY BRANCH ROAD,SILVER SPRING,MD,20901,BBWLHR621,On Premise,"RHH ENTERPRISES, INC.",No,"8545 PINEY BRANCH ROAD
SILVER SPRING, MD 20901
(38.99786, -77.00127)"
KUSSHI,11826 TRADE STREET,NORTH BETHESDA,MD,20852,BBWLHR35806,On Premise,"TWMK,LLC",No,"11826 TRADE STREET
NORTH BETHESDA, MD 20852
(39.04998, -77.11616)"
MEZEHUB,11506-11508 SCHUYLKILL RD,ROCKVILLE,MD,20852,DBW416289,On/Off-Premise,"FILLY FOODS, LLC",No,"11506-11508 SCHUYLKILL RD
ROCKVILLE, MD 20852
(39.04559, -77.09751)"
THE KOSHER PASTRY OVEN,1372 LAMBERTON DRIVE,SILVER SPRING,MD,20902,HBW216,On Premise,"KOSHER PASTRY OVEN, LLC.",No,"1372 LAMBERTON DRIVE
SILVER SPRING, MD 20902
(39.04021, -77.03127)"
MUSSEL BAR & GRILLE,4903 CORDELL AVE,BETHESDA,MD,20814,BBWLHR1232495,On Premise,WLM LLC,No,"4903 CORDELL AVE
BETHESDA, MD 20814
(38.98929, -77.09835)"
LAMOON THAI,906 THAYER AVE.,SILVER SPRING,MD,20910,BBWHR610348,On Premise,"S&P 6868, LLC",No,"906 THAYER AVE.
SILVER SPRING, MD 20910
(38.99305, -77.02467)"
IL FORNO II/METRO DHABA,8941 N WESTLAND DRIVE,GAITHERSBURG,MD,20877,HBW069,On Premise,JAI & NAYAR LLC,No,"8941 N WESTLAND DRIVE
GAITHERSBURG, MD 20877
(39.12842, -77.18432)"
HOOK & REEL,9643 LOST KNIFE ROAD,GAITHERSBURG,MD,20877,BBWLHR42554,On Premise,"HOOK REEL GAITHERSBURG, LLC",No,"9643 LOST KNIFE ROAD
GAITHERSBURG, MD 20877
(39.15389, -77.19754)"
WASHINGTONIAN CENTER MARRIOTT,9751 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,BBWLHM011,On Premise,"MARRIOTT HOTEL SERVICES, LLC",No,"9751 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.11539, -77.19524)"
LEBANESE TAVERNA CAFE - SS,8535 FENTON ST.,SILVER SPRING,MD,20910,HBWHR392,On Premise,LEBANESE TAVERNA CAFE CONGRESS,No,"8535 FENTON ST.
SILVER SPRING, MD 20910
(38.99714, -77.02601)"
N-KOI SUSHI RESTAURANT,203 BOARDWALK PLACE,GAITHERSBURG,MD,20878,BBWLHR,On Premise,KOI LLC,No,"203 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.11677, -77.1983)"
WANG JJA JANG,1613 EAST GUDE DRIVE,ROCKVILLE,MD,20850,BBWLHR694,On Premise,"JYS ENTERPRISES, INC",No,"1613 EAST GUDE DRIVE
ROCKVILLE, MD 20850
(39.09359, -77.13236)"
SEASON'S 52,11414 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR638,On Premise,"GMR MONTGOMERY COUNTY, INC",No,"11414 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.04303, -77.11104)"
COMMAS FOOD HALL,"8661 COLESVILLE ROAD, UNIT C101",SILVER SPRING,MD,20910,BDBWL1390544,On/Off-Premise,"ELLSWORTH PLACE FOOD HALL, LLC",No,"8661 COLESVILLE ROAD, UNIT C101
SILVER SPRING, MD 20910
(38.99678, -77.02689)"
CANCUN MEXICAN CUISINE,117 EAST DIAMOND AVE,GAITHERSBURG,MD,20877,BBWLHR249,On Premise,"CANCUN MEXICAN CUISINE, INC.",No,"117 EAST DIAMOND AVE
GAITHERSBURG, MD 20877
(39.14203, -77.19496)"
EMBASSY SUITES BETHESDA,6711 DEMOCRACY BLVD.,BETHESDA,MD,20817,BBWLHM782363,On Premise,"SAGE CLIENT 227, LLC",No,"6711 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.02228, -77.13878)"
COURTYARD BY MARRIOTT - PROSPERITY,12521 PROSPERITY DRIVE,SILVER SPRING,MD,20904,BBWLHM214,On Premise,COURTYARD II ASSOCIATES LIMITE,No,"12521 PROSPERITY DRIVE
SILVER SPRING, MD 20904
(39.0609, -76.9601)"
FLOWER CHILD-BETHESDA,"10205 OLD GEORGETOWN RD.,",BETHESDA,MD,20814,HBWHR37056,On Premise,"FC WILDWOOD, LLC",No,"10205 OLD GEORGETOWN RD.,
BETHESDA, MD 20814
(39.02347, -77.12307)"
EXTRA FANCY,5223 RIVER RD.,POTOMAC,MD,20816,CATBWL431274,On Premise,"RRG CATERING, LLC",No,"5223 RIVER RD.
POTOMAC, MD 20816
(38.9659, -77.10348)"
SICHUAN JIN RIVER,410 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,HBWHR39699,On Premise,"GOOD FORTUNE ROCKVILLE, INC.",No,"410 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.08748, -77.15154)"
TEX'S PLACE,14630 SOUTHLAWN LANE,ROCKVILLE,MD,20850,BBWHR34384,On/Off-Premise,"DOAN, INC",No,"14630 SOUTHLAWN LANE
ROCKVILLE, MD 20850
(39.09556, -77.14101)"
WORLD MARKET - ROCKVILLE,"12266 ROCKVILLE PIKE, UNIT P",ROCKVILLE,MD,20852,ABWS220,Off Premise,"WORLD MARKET, LLC",Yes,"12266 ROCKVILLE PIKE, UNIT P
ROCKVILLE, MD 20852
(39.05729, -77.12168)"
KUNGFU KITCHEN,20-A MARYLAND AVENUE,ROCKVILLE,MD,20850,HBWHR1297554,On Premise,KUNGFU KITCHEN INC.,No,"20-A MARYLAND AVENUE
ROCKVILLE, MD 20850
(39.08681, -77.15108)"
BUFFALO WILD WINGS-GAITH,668 CLOPPER RD.,GAITHERSBURG,MD,20878,BBWLHR389274,On Premise,"BWW LEX PARK, LLC",No,"668 CLOPPER RD.
GAITHERSBURG, MD 20878
(39.14252, -77.22212)"
QUINCY'S UPTOWN,9813 MAIN STREET,DAMASCUS,MD,20872,BBWLHR40099,On Premise,"QUINCYGROUP, LLC",No,"9813 MAIN STREET
DAMASCUS, MD 20872
(39.28805, -77.20236)"
NO REGRETS PIZZA,5454 NICHOLSON LANE,BETHESDA,MD,20852,BBWLHR1142497,On Premise,NO REGRETS PIZZA COMPANY LLC,No,"5454 NICHOLSON LANE
BETHESDA, MD 20852
(39.04479, -77.10759)"
"THE ROCKVILLE PIKE CRAFT BEER, WINE & MORE",1800 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW32114,On/Off-Premise,"RAM RAM, LLC",No,"1800 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05994, -77.12199)"
IL PORTO,245 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR235,On Premise,"JCD,INC.",No,"245 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.12875, -77.20821)"
CLARKSBURG BEER & WINE,23335 FREDERICK RD.,CLARKSBURG,MD,20871,ABWS468301,Off Premise,SHANKER LIMITED,Yes,"23335 FREDERICK RD.
CLARKSBURG, MD 20871
(39.23881, -77.27945)"
VILLAGE BEER & FINE WINE,5526 NORBECK ROAD,ROCKVILLE,MD,20853,DBW798367,On/Off-Premise,"ANT, LLC",Yes,"5526 NORBECK ROAD
ROCKVILLE, MD 20853
(39.09467, -77.11077)"
KENSINGTON BEER & WINE KABOB & PIZZA,"3701 UNIVERSITY BLVD., WEST",KENSINGTON,MD,20895,BBWHR003,On/Off-Premise,"HOMA, INC.",No,"3701 UNIVERSITY BLVD., WEST
KENSINGTON, MD 20895
(39.03355, -77.07333)"
HOUSE OF MILAE,4932 SAINT ELMO AVENUE,BETHESDA,MD,20814,BBWLHR326,On Premise,"LYON & MILAE, LLC",No,"4932 SAINT ELMO AVENUE
BETHESDA, MD 20814
(38.98798, -77.09822)"
EN BISTRO AND SUSHI,9945 FALLS ROAD,POTOMAC,MD,20854,BBWLHR820387,On Premise,"EN BISTRO POTOMAC, LLC",No,"9945 FALLS ROAD
POTOMAC, MD 20854
(39.01876, -77.20791)"
BEER & WINE INTERNATIONAL,"4011 NORBECK ROAD, UNIT B",ROCKVILLE,MD,20853,ABWS218,Off Premise,"AKSHAT, LLC",Yes,"4011 NORBECK ROAD, UNIT B
ROCKVILLE, MD 20853
(39.10993, -77.07759)"
THE CREEK LODGE BAR & GRILL,5566 NORBECK RD.,ROCKVILLE,MD,20853,BBWLHR767362,On Premise,"SKY HIGH HOSPITALITY, INC.",No,"5566 NORBECK RD.
ROCKVILLE, MD 20853
(39.09541, -77.11122)"
"HALPINE BEER, WINE & DELI",1701-B8 ROCKVILLE PIKE,ROCKVILLE,MD,20852,ABWS24778,Off Premise,JAI LAXMI MATA CORPORATION,Yes,"1701-B8 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.06056, -77.12336)"
HILTON WASHINGTON DC/ROCKVILLE EMC,1750 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHM23552,On Premise,"MARYLAND SPECIAL SERVICING, LLC",No,"1750 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.06116, -77.12266)"
HOLLYWOOD BALLROOM DANCE CENTER,2126 INDUSTRIAL PARKWAY,SILVER SPRING,MD,20904,DBWL1059072,On Premise,"HOLLYWOOD BALLROOM CENTER, INC.",No,"2126 INDUSTRIAL PARKWAY
SILVER SPRING, MD 20904
(39.05555, -76.96841)"
CLARKSBURG TAVERN,23315 FREDERICK RD.,CLARKSBURG,MD,20871,BBWLHR641363,On Premise,"THE CLARKSBURG TAVEN, LLC",No,"23315 FREDERICK RD.
CLARKSBURG, MD 20871
(39.23877, -77.27891)"
JAVA NATION-ROCKVILLE,11120 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR43779,On Premise,"JAVA NATION, INC.",No,"11120 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.03912, -77.10953)"
YETT GOL RESTAURANT,12337-C GEORGIA AVENUE,SILVER SPRING,MD,20906,BBWHR234,On/Off-Premise,EAST HILL CORPORATION,No,"12337-C GEORGIA AVENUE
SILVER SPRING, MD 20906
(39.05931, -77.04984)"
VILLAGE CENTER BEER WINE,9991 STEDWICK RD.,GAITHERSBURG,MD,20886,ABW441295,Off Premise,"RUPAL & PARI, INC.",Yes,"9991 STEDWICK RD.
GAITHERSBURG, MD 20886
(39.1708, -77.20674)"
SENOR TEQUILAS OF GERMANTOWN,20021 CENTURY BLVD.,GERMANTOWN,MD,20874,BBWLHR452300,On Premise,"RIVAS RESTAURANT VENTURES, LLC",No,"20021 CENTURY BLVD.
GERMANTOWN, MD 20874
(39.18364, -77.25941)"
CHADOL,1403 RESEARCH BLVD.,ROCKVILLE,MD,20850,BBWLHR655356,On Premise,"DAE SEUNG, INC.",No,"1403 RESEARCH BLVD.
ROCKVILLE, MD 20850
(39.09057, -77.17734)"
SASUNS,7217 MUNCASTER MILL RD,DERWOOD,MD,20855,BBWHR28724,On/Off-Premise,"SASUNS, LLC",No,"7217 MUNCASTER MILL RD
DERWOOD, MD 20855
(39.14633, -77.1448)"
LAKEWOOD COUNTRY CLUB,13901 GLEN MILL ROAD,ROCKVILLE,MD,20850,CBWLCC015,On Premise,LAKEWOOD COUNTRY CLUB INC,No,"13901 GLEN MILL ROAD
ROCKVILLE, MD 20850
(39.08267, -77.19442)"
WOODMONT COUNTRY CLUB,1201 ROCKVILLE PIKE,ROCKVILLE,MD,20852,CBWLCC002,On Premise,R.SHARLIN T.GORDON A.KASLOW,No,"1201 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.0694, -77.13087)"
SABAI SABAI...SIMPLY THAI,19847 CENTURY BLVD,GERMANTOWN,MD,20874,BBWHR549,On/Off-Premise,"AGATE, INC",No,"19847 CENTURY BLVD
GERMANTOWN, MD 20874
(39.1814, -77.2657)"
EAST GRILL KARAOKE,12 N. WASHINGTON ST,ROCKVILLE,MD,20850,BBWLHR26237,On Premise,"EAST GRILL KARAOKE, LLC",No,"12 N. WASHINGTON ST
ROCKVILLE, MD 20850
(39.08438, -77.15316)"
CHAPEL BEER & WINE,19737 FREDERICK RD,GERMANTOWN,MD,20876,ABWS1066434,Off Premise,"CHAPEL BEER & WINE, LLC",Yes,"19737 FREDERICK RD
GERMANTOWN, MD 20876
(39.17952, -77.23837)"
FOUR STREAMS,19501 DARNESTOWN ROAD,BEALLSVILLE,MD,20839,CBWLCC023,On Premise,"FOUR STREAMS, LLC.",No,"19501 DARNESTOWN ROAD
BEALLSVILLE, MD 20839
(39.17498, -77.40457)"
CALIFORNIA PIZZA KITCHEN - BETHESDA,7101 DEMOCRACY BLVD,BETHESDA,MD,20817,BBWLHR676,On Premise,"CALIFORNIA PIZZA KITCHEN, INC.",No,"7101 DEMOCRACY BLVD
BETHESDA, MD 20817
(39.0242, -77.1459)"
MERENDERO,11220 GEORGIA AVE.,SILVER SPRING,MD,20902,DBWL650359,On Premise,"MERENDERO, LLC",No,"11220 GEORGIA AVE.
SILVER SPRING, MD 20902
(39.03917, -77.05125)"
BOWLERO GAITHERSBURG,1101 CLOPPER RD.,GAITHERSBURG,MD,20878,BBWLHR738356,On Premise,"BOWL AMERICA 1, LLC",No,"1101 CLOPPER RD.
GAITHERSBURG, MD 20878
(39.14726, -77.22934)"
MAMMA LUCIA - SHADY GROVE,14921 SHADY GROVE ROAD,ROCKVILLE,MD,20850,BBWLHR341,On Premise,"MAMMA LUCIA'S OF FALLSGROVE, I",No,"14921 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.09704, -77.19343)"
NORBECK COUNTRY CLUB,17200 CASHELL ROAD,ROCKVILLE,MD,20853,CBWLCCO29874,On Premise,"NORBECK CC, LLC",No,"17200 CASHELL ROAD
ROCKVILLE, MD 20853
(39.137517, -77.094454)"
BURNING TREE CLUB,8600 BURDETTE ROAD,BETHESDA,MD,20817,CBWLCC007,On Premise,"BURNING TREE CLUB, INC.",No,"8600 BURDETTE ROAD
BETHESDA, MD 20817
(38.99589, -77.14872)"
ATTMAN'S DELICATESSEN,12505 PARK POTOMAC AVE.,POTOMAC,MD,20854,BBWHR403274,On/Off-Premise,"ATTMAN'S DELI. CABIN JOHN, LLC",No,"12505 PARK POTOMAC AVE.
POTOMAC, MD 20854
(39.06025, -77.15709)"
